Agent,Partner,Game,Payoff
EEE#-Frank,EEE#-Frank,Endless,0.986800
EEE#-Frank,EEE#-Frank,Endless,0.459800
EEE#-Frank,EEE#-Frank,Endless,0.527200
EEE#-Frank,EEE#-Frank,Endless,0.773600
EEE#-Frank,EEE#-Frank,Endless,0.520200
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,0.893600
EEE#-Frank,EEE#-Frank,Endless,0.600800
EEE#-Frank,EEE#-Frank,Endless,0.433200
EEE#-Frank,EEE#-Frank,Endless,0.500000
EEE#-Frank,EEE#-Frank,Endless,0.593600
EEE#-Frank,EEE#-Frank,Endless,0.693600
EEE#-Frank,EEE#-Frank,Endless,0.673400
EEE#-Frank,EEE#-Frank,Endless,0.893200
EEE#-Frank,EEE#-Frank,Endless,0.833400
EEE#-Frank,EEE#-Frank,Endless,0.626600
EEE#-Frank,EEE#-Frank,Endless,0.913400
EEE#-Frank,EEE#-Frank,Endless,0.820000
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,0.540000
EEE#-Frank,EEE#-Frank,Endless,0.580200
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,0.573600
EEE#-Frank,EEE#-Frank,Endless,0.679600
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,S#-Silent,Endless,0.353000
EEE#-Frank,S#-Silent,Endless,0.920200
EEE#-Frank,S#-Silent,Endless,0.493600
EEE#-Frank,S#-Silent,Endless,0.793200
EEE#-Frank,S#-Silent,Endless,0.880200
EEE#-Frank,S#-Silent,Endless,0.553400
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.593600
EEE#-Frank,S#-Silent,Endless,0.353000
EEE#-Frank,S#-Silent,Endless,0.687000
EEE#-Frank,S#-Silent,Endless,0.940000
EEE#-Frank,S#-Silent,Endless,0.218800
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.747000
EEE#-Frank,S#-Silent,Endless,0.527600
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.980200
EEE#-Frank,S#-Silent,Endless,0.446400
EEE#-Frank,S#-Silent,Endless,0.946600
EEE#-Frank,S#-Silent,Endless,0.360400
EEE#-Frank,S#-Silent,Endless,0.313000
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.580000
EEE#-Frank,S#-Silent,Endless,0.760000
EEE#-Frank,S#-Silent,Endless,0.860000
EEE#-Frank,S#-Silent,Endless,0.272800
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.807200
EEE#-Frank,S#-Silent,Endless,0.534200
EEE#-Frank,S#-Silent,Endless,0.540400
EEE#-Frank,S#-Silent,Endless,0.414000
EEE#-Frank,S#-Silent,Endless,0.566600
EEE#-Frank,S#-Silent,Endless,0.813600
EEE#-Frank,S#-Silent,Endless,0.980200
EEE#-Frank,S#-Silent,Endless,0.887000
EEE#-Frank,S#-Silent,Endless,0.493400
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,S#-Silent,Endless,0.353000
EEE#-Frank,S#-Silent,Endless,0.806400
EEE#-Frank,S#-Silent,Endless,0.359800
EEE#-Frank,S#-Silent,Endless,0.500400
EEE#-Frank,S#-Silent,Endless,0.739800
EEE#-Frank,S#-Silent,Endless,0.353200
EEE#-Frank,S#-Silent,Endless,0.946600
EEE#-Frank,S#-Silent,Endless,0.860400
EEE#-Frank,S#-Silent,Endless,0.506800
EEE#-Frank,S#-Silent,Endless,0.933400
EEE#-Frank,EEE#-Silent,Endless,0.853400
EEE#-Frank,EEE#-Silent,Endless,0.707200
EEE#-Frank,EEE#-Silent,Endless,0.626800
EEE#-Frank,EEE#-Silent,Endless,0.726600
EEE#-Frank,EEE#-Silent,Endless,0.580000
EEE#-Frank,EEE#-Silent,Endless,0.633000
EEE#-Frank,EEE#-Silent,Endless,0.673400
EEE#-Frank,EEE#-Silent,Endless,0.574200
EEE#-Frank,EEE#-Silent,Endless,0.506600
EEE#-Frank,EEE#-Silent,Endless,0.446800
EEE#-Frank,EEE#-Silent,Endless,0.820000
EEE#-Frank,EEE#-Silent,Endless,0.926600
EEE#-Frank,EEE#-Silent,Endless,0.540200
EEE#-Frank,EEE#-Silent,Endless,0.793600
EEE#-Frank,EEE#-Silent,Endless,0.733600
EEE#-Frank,EEE#-Silent,Endless,0.920200
EEE#-Frank,EEE#-Silent,Endless,0.546800
EEE#-Frank,EEE#-Silent,Endless,0.614000
EEE#-Frank,EEE#-Silent,Endless,0.573600
EEE#-Frank,EEE#-Silent,Endless,0.606800
EEE#-Frank,EEE#-Silent,Endless,0.960000
EEE#-Frank,EEE#-Silent,Endless,0.960400
EEE#-Frank,EEE#-Silent,Endless,0.540200
EEE#-Frank,EEE#-Silent,Endless,0.507200
EEE#-Frank,EEE#-Silent,Endless,0.706600
EEE#-Frank,EEE#-Silent,Endless,0.526600
EEE#-Frank,EEE#-Silent,Endless,0.520000
EEE#-Frank,EEE#-Silent,Endless,0.980200
EEE#-Frank,EEE#-Silent,Endless,1.000000
EEE#-Frank,EEE#-Silent,Endless,1.000000
EEE#-Frank,EEE#-Silent,Endless,0.640000
EEE#-Frank,EEE#-Silent,Endless,0.966600
EEE#-Frank,EEE#-Silent,Endless,1.000000
EEE#-Frank,EEE#-Silent,Endless,0.520000
EEE#-Frank,EEE#-Silent,Endless,0.333800
EEE#-Frank,EEE#-Silent,Endless,0.866800
EEE#-Frank,EEE#-Silent,Endless,0.379800
EEE#-Frank,EEE#-Silent,Endless,0.620000
EEE#-Frank,EEE#-Silent,Endless,0.593400
EEE#-Frank,EEE#-Silent,Endless,0.980200
EEE#-Frank,EEE#-Silent,Endless,0.669600
EEE#-Frank,EEE#-Silent,Endless,0.860200
EEE#-Frank,EEE#-Silent,Endless,0.520000
EEE#-Frank,EEE#-Silent,Endless,0.292800
EEE#-Frank,EEE#-Silent,Endless,0.466400
EEE#-Frank,EEE#-Silent,Endless,0.553400
EEE#-Frank,EEE#-Silent,Endless,0.860200
EEE#-Frank,EEE#-Silent,Endless,0.560000
EEE#-Frank,EEE#-Silent,Endless,0.980200
EEE#-Frank,EEE#-Silent,Endless,0.586600
